date,seat_type,reviews,recommendation,year,roberta_neg,roberta_neu,roberta_pos,topic
2023-02-27,Economy Class,"  Although it was a bit uncomfortable flight in an economy, the flight attendants made the flight the best possibly could.  Such a nice and professional crew. Very attentive and looking out for their customers.",yes,2023,0.016526833,0.07216623,0.911307,4
2023-02-27,Business Class," Boarding on time and departure on time for a flight to London Heathrow that is very ok, the A320 with rather narrow seats. In business light meal a Caesars salad, a mousse as sweet and choice of drinks - nothing wrong for such a short flight. FA's were very friendly and landing on time.",yes,2023,0.007369767,0.089825444,0.90280473,5
2023-02-16,Economy Class," This was my first time flying with BA & I was pleasantly surprised. Islamabad via Doha was very comfortable and the crew were great, friendly and helpful. The second flight was operated by Qatar Airways this was from Doha to Islamabad. My return journey was a direct BA flight, 46kg luggage allowance was really generous and stopped the hassle with connecting flights. Crew on this flight were really nice too. What let BA down was the food, it really was not nice, the IFE could do with some more content but that's not really a huge issue.",yes,2023,0.038631402,0.1371734,0.8241952,-1
2023-02-07,Business Class," BA 242 on the 6/2/23. Boarding was delayed due to late arrival from the incoming flight. Communication from the ground staff was excellent and keep us informed. In flight services were excellent, the crews were friendly with excellent service! Overall, very happy with BA.",yes,2023,0.0050968467,0.03893708,0.95596606,-1
2023-02-06,Economy Class,"  Not only my first flight in 17 years, but also my first time back to England for 17 years. I flew from PMI-LGW on 21/01/2023 and returned on 29/01/2023. Both Wizz Air and EasyJet offered very inconvenient flight times and charged more than the flights were worth for baggage. British Airways were the most convenient and best value option available, they offered ideal flight times and the €18 charge per flight for baggage was very reasonable - Total cost for both flights was €126 +/- Regular update information via email, seamless online seat allocation and check in. Efficient staff at the check in desks at PMI and LGW ensured that long queues were dealt with as quickly as humanly possible. Immaculate aircraft, comfortable leather seats with adequate legroom (I'm 6'4"" tall) Cabin crew were polite, friendly and professional. In flight food and drinks were good quality and reasonably priced, I enjoyed the Meat Ploughman's and IPA beer (€10 -/+ total) on both flights I have flown 80+ times in the last 50 years with different airlines on various propeller and jet aircraft as well as one LGW-LHR helicopter transfer. Flying was a totally different experience 'back in the day', we are now in the age of the 'budget airline' Nostalgia aside.. British Airways are the best airline I've flown with.",yes,2023,0.0071400264,0.05333504,0.9395249,2
2023-01-31,Economy Class, Organised boarding process. Really friendly crew. Quick drink and a snack. All in all a great experience. The crew are a credit to BA. The best crew in Europe.,yes,2023,0.0015251563,0.011498116,0.9869767,-1
2023-01-24,First Class," Excellent service both on the ground and on board - while their first class product might not be leading edge, the service around the entire experience was well worth the cost of the ticket. The Concorde room at Heathrow is well managed and a great place to relax prior to the trip. Flight was slightly delayed out of Heathrow but arrived on schedule in Johannesburg.",yes,2023,0.0055853752,0.035734102,0.9586805,-1
2023-01-24,Business Class,  Good lounge at Cape Town. On time departure. Drinks high quality. Sound dinner service. Breakfast reasonable. Arrival lounge was good but showers cold.,yes,2023,0.0044202283,0.05377912,0.94180065,2
2023-01-23,Business Class,"  A really excellent journey. Lounge not overcrowded in late afternoon, plenty of edible food. Easy boarding. New Club World Suites great and compared to when we last travelled in them a year ago food and drink back to previous standards- choice of individual wines rather than bland blends, courses served individually with cut glass and china. Beef cheek really tasty as was a surprisingly good soup. Crew excellent. Good choice of movies. Breakfast after a good night's sleep- fruits etc first, couldn't manage the full English which was offered. Arrival on time. What more could you want? Not quite up to Gulf standards overall, but BA seems to have eventually got its business class back to standard",yes,2023,0.007508193,0.052358195,0.9401336,-1
2023-01-18,Economy Class,"  A rather empty and quiet flight to Tel Aviv, very friendly cabin crew and due to the emptiness of the flight I had an entire row to myself which allowed me to work easily and have as much space as required. Unfortunately upon landing the breaks overheated and we had to wait for the fire crew to cool them down which delayed us. Otherwise an overall excellent flight on BA's part. This was the first time I have flown this flight and it has actually taken off at the correct time.",yes,2023,0.0396765,0.18700296,0.7733205,4
2023-01-17,Business Class,  Easy check in and staff member was polite and helpful and made a specific point of acknowledging our loyalty to BA. Security at London was fast. Galleries North was fine and showers were good. Organised flight boarding. Plane was fine with good crew and new club world product. My wife had a damaged storage area but otherwise ok. After take off there was a good drinks and food service which was well run. Slept well on time arrival. We both found the new seat design harder to sleep in.,yes,2023,0.009798143,0.09229129,0.89791054,-1
2023-01-02,Economy Class,"  BA shuttle service across the UK is still surprisingly a good product. When compared with BA long haul that doesn’t always get the best of comments at times. It’s reasonable priced, works well, fresh crews and no queues or long distances to walk. I don’t know why they still offer a COVID style bottle of water and snack when just stretching to a cup of tea and snack would be great add on for this service. Currently they have an on line sky cafe but it’s too fiddly to work or get connected in short trips.",yes,2023,0.068562046,0.24230742,0.68913054,6
2022-12-24,Economy Class,"  Old A320 with narrow pitch. Flight perfectly on time, with constant announcements from cockpit. Friendly staff, free chips and water. Quick luggage delivery at T5.",yes,2022,0.003912704,0.10736664,0.8887207,4
2022-12-14,Business Class,"  British Airways are not the flag carrier they used to be. The check-in staff at the Club Europe area did not display any premium service and did not provide a good overall service.  The Galleries South Lounge was very busy, but the food was very good. There is a good array of salads, pasta, bread, and hot food available. The festive Turkey and Ham pie was particularly good. The flight was delayed as LHR was very busy on a Tuesday evening. The boarding process was stressful due to the lack of any queue management system and the majority of passengers congregating around the gate. Despite BA using a group system to board, it took almost 1hr to board 240 passengers. The flight itself was good, with a good Club meal service. The bar service was good but it seems that BA have done away with champagne on-board and also in the lounge. A menu is handed out prior to departure with a good food offering for the length of flight. The food was very good, with beef cheek served with vegetables being chosen. BA have always excelled with their catering and this has not changed. The seat is a standard economy seat, with a table in the middle seat for Club Europe, a standard practice for BA. The seat was comfortable, but with limited leg room. The cabin was clean, presentable, and tidy with no issues. The A321 featured Wi-Fi which contains a very good landing page with flight information, access to the Speedbird Cafe menu, access to BA.com, and a good pricing strategy for wither just messaging or streaming also. Overall, the airline is still a good world player, but with clear improvements needed with their ground staff. The cabin manager was very good, but the other crew in Club did not display the expected behaviours in business class. She kept touching her face, not making eye contact with passengers, and seemed uninterested and like she did not want to be there.",yes,2022,0.044483975,0.23198438,0.72353166,2
2022-12-12,Economy Class,  Seat horribly narrow; 3-4-3 on a 777. Thankfully the flight was only a quarter full so was able to stretch out. Food and beverage service was good and it was great having a proper beer not a cup of froth that overflows! Cabin crew very good. Booked as a BA ticket that included travel on Qatar Airways as well.,yes,2022,0.005003328,0.028422581,0.96657413,-1
2022-12-10,Premium Economy,"  When I tried to check in online, I was offered an upgrade to premium economy for just under £300. I decided to take it, but then the website wouldn't allow me to choose seats or to check in. I phoned BA and was happy that the call was picked up quickly, but I was then told that because I had changed my booking, I had to check in at the airport. So we turned up three hours before the flight, only to be told that our two adjacent aisle seats in economy had been switched to the middle seats in a row of four in premium. The check-in agent was helpful but couldn't fix and suggested we try the BA desk airside. That desk was understaffed but when we did reach the front of the line, we were told to try at the boarding gate. At the gate, we finally managed to get one aisle seat and one window, not sitting together. After going through that, the flight was surprisingly good, with decent food and very good service. We flew back economy, which wasn't too bad either. The flight attendants were friendly and enthusiastic, and Emma and Daniel, who looked after us, could not have been better. I've obviously learned my lesson about late BA upgrades, but everything else was good.",yes,2022,0.032450333,0.17174742,0.79580224,-1
2022-11-30,Business Class,"  Booked a BA holiday to Marrakech, after posting a negative review regarding my double tier points credit, I can now confirm that the points have been credited. It took a while but BA did eventually make good on their promise, thank you. Based on things now being resolved I have travelled on BA since and I am booked to travel to South Africa in First class on 2nd January, looking forward to the new BA Concorde lounge. Keep it up BA, loyalty is indeed a 2way street.",yes,2022,0.008392332,0.088046685,0.903561,-1
2022-11-26,Business Class,"  I virtually gave up on British Airways about three years ago, writing off my Avios and opting for other airlines. But my return flights from Heathrow to Lisbon this week were very good. The aircraft were pretty much full, but the service was excellent and the food surprisingly good. A particular shout-out to a flight attendant called Jo, but all the teams there and back were enthusiastic and attentive. I'm going to have to start spending those Avios.",yes,2022,0.003927877,0.025427824,0.9706443,6
2022-11-25,Economy Class,"  I was pleasantly surprised that the airline could maintain a steady schedule with little delay considering the time of the year and the weather. The flight from Montreal was my return flight to Scotland, but I originally booked to fly to and from Toronto, but the airline helped me cancel and I rebooked for a cheaper flight. The inflight service was pretty decent andthey do offer a blanket and pillow. As well they walk through the cabin offering drinks and handing out a small snack prior to the leading meal service. While the food was typical air plane food. I thoroughly enjoyed my flight and had no issues at all with my flights.",yes,2022,0.0037412976,0.028414367,0.96784437,-1
2022-10-30,Business Class,"  A great flight. The suites on this aircraft really provide maximum comfort. British has returned to full service so meals were coursed, menus and hot towels provided…etc Food was quite good with choices provided for both meals. Service was ok, I prefer to have the same person serving me rather than a hodge pudge but that’s my preference. Entertainment was good as was connectivity. No real complaints except a minor one. The tray table seemed far from me while eating in its closest position. I actually felt like I was in a true business class, not by Qatar’s standards, but that’s another story.",yes,2022,0.015379434,0.10734552,0.8772751,4
2022-10-30,Business Class,"  I am happy to say that this flight was quite good. Except for the second rate Euro business seating, everything was very well done. A friendly, informative cabin crew served a good hot breakfast while being very communicative to folks nervous about Heathrow transit. Well done. Unfortunately, a bus gate was used upon arrival.",yes,2022,0.0064247255,0.026578823,0.96699643,-1
2022-10-24,Business Class,"  A very positive experience with BA. Seats were new style club seats and very comfortable for sleep. Food was fine but not outstanding. Wi-Fi good, and video screen large and bright. Baggage came out very quickly at Heathrow, had the same experience on the return flight to Atlanta. All in all, would fly BA again, but would probably want to make sure it is new seats.",yes,2022,0.005214258,0.046780843,0.9480049,-1
2022-10-17,Economy Class,"  LHR-LAX. I prefer the Boeing 777 over the A380 as the seats don't seem too cramped. Check-in was very easy with the kiosks as was bag drop and security at Heathrow. T5 is a whole other story. Once through security its up the escalator, up the stairs, up the elevator, down the escalator get to the gate, no seating, then down an escalator and finally down the jet bridge to the plane. I have been in and out of Heathrow many times but never in T5 before. Anyway cabin crew were pleasant; drinks and meal service were fine. It was a day flight so no real sleeping and passengers were all moving around most of the flight. The entertainment system was good with decent options, so I occupied my time with several movies. Nice landing at LAX. All in all BA was just fine.",yes,2022,0.012532495,0.10093566,0.88653183,-1
2022-10-17,Business Class,  I flew with hand baggage but security at Dubai was quick. Entered lounge which was a bit small but good and drink offerings sound. Flight on A380 left on time. Few technical issues with IFE which would have been really irritating had it been a day flight. Decent snack and slept well. Arrivals lounge excellent. Would recommend.,yes,2022,0.08667958,0.24198122,0.6713392,-1
2022-10-15,Business Class,"  This review is specifically about Maddie, crew member who took care of us. She was attentive, warm, friendly and nothing was too much trouble. Smiling from start to finish. She should be the brand ambassador for BA.",yes,2022,0.0031406288,0.042119194,0.95474017,3
2022-10-01,Business Class,"  Check in at LHR T5 was very quick and queue for security short. We used the South Lounge which was supposed to be the quieter at the time, but was very busy and difficult for our group of 3 to get seated together. Flight boarded on time. Whilst this is only a short flight (35 mins) the service of the cabin crew was outstanding. Glass of champagne, Coronation Chicken Salad and a coffee all served with a smile and a little banter. In spite of some of the issues with BA, their cabin crew are usually exceptional and this was no exception. Flight landed on time and bags delivered quite promptly.",yes,2022,0.009412395,0.08426802,0.9063196,-1
2022-09-25,Business Class," This is my first time flying BA's new Club Suite, which, in my opinion, is very good. Flight to the US, including mine, departed from concourse C of Terminal 5 which did not have many shopping or dining options. However, it was quiet so finding seating was quite easy. The highlight is the Club Suite, which is spacious and provides a great deal of privacy. Meal service was slow, and everything was served on one tray, all at once. I think now is the time for them to begin to get back to pre-pandemic standard. At least the food tasted good, which was not something I previously experienced on BA flights, even in First Class.",yes,2022,0.013053494,0.108067185,0.87887937,2
2022-09-23,Premium Economy,"  I would like to thank all the air and cabin crew for having the best experience with a very long journey! I don’t know how you manage to keep smiling. Couldn’t fault anything. Helpful, reassuring, excellent food and I can’t wait to fly again. Thank you and I really appreciated you.",yes,2022,0.002994781,0.008137146,0.988868,3
2022-09-14,Economy Class,  Flight was 1 hour late leaving gate. Crew were friendly. Seats comfortable. But the complimentary snack provided was a bag of ready salted crisps.,yes,2022,0.031448897,0.3380286,0.63052255,-1
2022-09-07,Business Class,"  After having a few not so good experiences in the past, I feel I have to write a positive review as well where it is deserved. First of all, the improvement in the BA lounge in Gatwick is massive. The buffet was a joy. We flew on a BA flight but operated by Iberia Express. Wonderful staff and the food was exceptional. Whoever brought in this change of food supplier ... congratulations! Also may I add that this time business class was not 11 rows like last time, but 5 rows which was definitely a big improvement and could be felt in a much more attentive service. I am still not clear on luggage being labelled ""priority"". The luggage certainly does not come out first in the destination airports.",yes,2022,0.045131244,0.16595204,0.7889167,1
2022-08-23,Economy Class,"  I sat in seat 25C. Our Cabin Crew lady was called Gina and she went above and beyond to keep the customers happy. She greeted us as we boarded with a very cheery smile, she engaged with two families travelling with young children and gave out games and books. Her trolley service was excellent and she took great care in what she was doing. She had time for a quick chat and I think she said she was half German and half Bulgarian, a really lovely young lady who is a credit to British Airways.",yes,2022,0.001843054,0.016777294,0.9813797,3
2022-08-23,Economy Class,"  Full afternoon flight. Ready to fly on time. Arrived early. Uneventful flight. Good service. Pre dinner drinks. Drink with meal. Coffee, Drinks available at back. AVML meal was tasty. Hard working crew on a full flight. Audio worked well.",yes,2022,0.00346209,0.056670703,0.9398672,4
2022-08-15,Economy Class,"  Barbara Collins was super helpful. My boyfriend & I booked flights separately thinking we were on the same one but we found out at check in that he was on separate, slightly later one. Barbara was able to make some changes to ensure we flew together & even managed to put us sitting together! Much appreciate BA! We had a terrific flight over. Food, drinks & nibbles were great & staff were so friendly. Looking forward to returning home with BA.",yes,2022,0.001774413,0.009668321,0.9885572,-1
2022-08-10,Economy Class,"  My husband, parents who are in their 80’s and I were traveling back to NY from Naples, Italy and had a stopover at Heathrow, London. Let me just say we were not happy when we arrived late to London and missed our connecting flight back to NY. The reason writing this review is the great customer service that Kashmir Dhami gave us. She was very helpful in booking all four of us on the same flight the very next day, which was very hard to do because we all had different bookings so it just made it all so difficult, but she got it done! She is so kind and is amazing at her job.",yes,2022,0.02025576,0.0614604,0.9182838,3
2022-07-31,Premium Economy,"  We had a nice flight. pushed-off exactly on time. Cabin crew very efficient in all things; friendly for the most part as well. Dinner (hot!) and complimentary wine served in premium economy very good. Do avoid middle seats though, even in premium economy. Only issue was with indifferent/non-helpful BA call center who refused to honor one world status to select seat choice in advance. Nice start to a 3 week trip to England.",yes,2022,0.031756446,0.099371,0.8688725,4
2022-07-23,Business Class,"  Flight on A380 SFO to LHR. Smooth check in at San Francisco. Airport quiet and efficient. Dedicated BA lounge, excellent food and beverage options and attentive staff. Lounge was very crowded though. Minor departure delay and onto A380 upper deck. I prefer the club world cabin on the upper deck as it is very much quieter. Old style product but clean and well maintained. Staff offered a good level of service and reasonable meals. On time arrival, baggage quite slow. A good flight overall.",yes,2022,0.007523531,0.08981499,0.90266144,-1
2022-07-17,Economy Class, Routine typical BA domestic shuttle flight. Nothing special. Departure five minutes early but no one to greet flight upon arrival hence a 30 minute delay. Crew were attentive and charming. Usual clean cut BA product that when it works well is fine.,yes,2022,0.0396972,0.28154415,0.6787586,-1
2022-07-09,Business Class,"  Check in and security at LHR efficient. Went to Galleries North which was busy but fine with good service. Left from B gates. Efficient boarding with welcome drinks and menus. This was my first time on the club suite. Travelling with 2 children. BA moved our seated but we were all seated near to each other and they apologised for this at check in. It was a full flight in all cabins so staff busy. I liked the new suite which felt superior to the old club world product. The entertainment was excellent and the screen large and well positioned. The menu was quite limited but the quality was reasonable. Prior to COVID one could pre order mains in club which might be worth bringing back. As it happened we all ordered and were able to have the beef dish but I doubt my children would have liked the vegetarian korma had they run out. The club kitchen ran out of food quite quickly. It was a long flight so this was not surprising but my children were quite hungry as a result. Part of this was the result of other passengers from other cabins taking food from it. The second meal was fine and the cabin service director did source an alternative meal for my children from economy which I thought was quite good. On time arrival, prompt disembarkation and bags off quickly. We don’t tend to have a good track record with bag delivery so this was a pleasant surprise. Overall a good flight.",yes,2022,0.01754462,0.11566989,0.8667855,2
2022-06-08,Business Class,  The crew BA656 on 6 June absolutely made this flight. Smooth journey with possibly the nicest crew I've ever had. Rebooking for September we were that impressed.,yes,2022,0.001396934,0.01313057,0.9854725,4
2022-06-06,Economy Class,"  I travelled on the 11th April with my baby in economy class, flight BA 2260 and BA 2508. I had the pleasure of meeting Sarah air stewardess. She was absolutely amazing. I received great service from her along with other staff but more importantly she went above and beyond. It was hard enough travelling with an infant but her assistance throughout the flight was really appreciated. She repeatedly asked if I needed anything as I had Arham in my lap most of the time. She held him whilst I had a cup of tea at the front of the aircraft. We had a chat and the service was just amazing. It is something I will never forget. Thank you for being there and for all your support throughout the flight. I have worked in aviation but the job you do is remarkable and under appreciated. Hope you see this.",yes,2022,0.0026069349,0.009165391,0.98822767,3
2022-06-03,Business Class,"  Outstanding inflight service from the crew. Friendly, professional and helpful. The very best of British. Even though the departure was delayed due to chaos among ground staff at Vancouver, it didn’t matter. The crew made the flight outstanding.",yes,2022,0.012095626,0.057494286,0.9304101,-1
2022-06-02,Economy Class,"  Recent trip to Boston, departing LHR T5. Ground staff were absolutely fantastic and made an extra effort to make sure we were prepared for all the COVID entry requirements in the US, they were really friendly and personable. Very short queues for bag drop and security, I would say it took us 20 minutes from kerbside to lounge which is fantastic considering what is going on in the UK at the moment. Boarding was very quick and efficient and was completed within 30 minutes. Seated on the last row of economy I really appreciated the low density 3-3-3 layout in economy compared to the 10 abreast seating. Myself and my colleague strategically booked the aisle seat either side of the centre and were lucky enough to have no one sat between us which really helped. Considering most of the foot space in these older seats is taken up by the IFE box it really helped and would have been significantly less comfortable had we been sat next to each other. The cabin crew were excellent, well trained and personable they were very visible throughout the flight and pro-actively offered drinks outside of meal service. Meal service was very efficient with cabin crew pro-actively removing trays from people who had finished early, something that you very rarely see in economy. The food by DO&CO was exceptional, I don't think i've eaten so much on a trans-Atlantic flight in economy. It will be interesting to compare it on the return flight when its catered by an out-station. Overall it was a great flight, helped by the additional space we had but nonetheless a good performance by BA which totally exceeded my expectations based on the reviews here and elsewhere. I would definitely consider flying with them again.",yes,2022,0.0050623473,0.034637094,0.9603006,-1
2022-05-09,Premium Economy,"  This flight was not affected by recent problems with BA and I was quite impressed by the British Airways Premium Economy product in a new Boeing 787. Overall, Premium Economy turned out to be premium and clearly a step up from Economy towards Business Class. Also, the Premium Economy product came across much better in the Boeing 787 than in the old B747 or even than in the B777. Seat was very comfortable and had nice leg room. Food, service and entertainment options were good. Clearly worth the extra money for Premium Economy.",yes,2022,0.0017196842,0.018533673,0.9797466,-1
2022-05-04,Premium Economy," Amazing flight and comfortable. The premium economy seats have been upgraded with a leg rest. New aircraft. Staff very friendly and professional. The food was great, beyond expectation.",yes,2022,0.0019421541,0.015052267,0.9830056,4
2022-04-29,Economy Class,  I would like to thank you for the great service. I am a handicap and my family and I were afraid of this trip because I was flying alone and had a layover in London of a few hours. I had to change terminals and everything but thanks to a great service my trip was amazing. They took great care of me and made sure I was doing well throughout the whole flight.,yes,2022,0.0036612349,0.016727375,0.97961134,3
2022-04-28,Business Class," I connected into Madrid on Iberia and wrote a scathing review of their awful long haul business class service. British Airways short haul business class was in a totally different class. The cabin had 10 rows of seats in BC, a record for me. The staff met us at the door in a very cheerful way and this was a sign of the highly professional way they would continue to look after us throughout the flight. The messaging from cabin crew and flight crew was excellent. The food was first class, nothing was too much for the staff. Why, oh why can two members of the same company offer such different levels of sift and hard service? My thought is that it must be ingrained in the ethics of the company. British Airways keep up the good work, (it would be better if you had proper business class seats like some of your European competitors) overall you made me feel proud to be a Brit.",yes,2022,0.114946984,0.26292038,0.62213266,2
2022-04-27,Business Class,"  We flew from Dubrovnik to Heathrow on the 24th April 2022. Check in was very fast and we cleared security in about 15 minute, we made our way up to the lounge which just has the basic essentials but was clean and spacious. When boarding time came we had priority boarding and was the first few to board, welcomed by the cabin crew and given wipes, once seated we left more or less on tme had the safety brief taxiing for take off. Once airborne it was soon time for the drinks and meal services, choice of 3 main meal options which was very good, served by very friendly crew, the captain kept us informed about the progress of the journey arrived at Heathrow slightly early. Overall a very pleasant trip. We will be flying again with British Airways",yes,2022,0.0019810796,0.03530181,0.9627172,5
2022-04-20,Business Class,"  My first time in the new Club World suite. Excellent, lots of space and privacy, very good seat. I doubt if this can be bettered. Good staff as ever. My only quibble is that the food is all served at once. BA needs to roll this out quickly!",yes,2022,0.008868654,0.036775537,0.9543558,2
2022-04-14,Economy Class,"  The service was very good, the cabin crew were very kind and the boarding was very quick for an aircraft of this size. The seat was comfortable for economy and because the A380 walls are still expanding outwards on the first floor, there was a lot of space. The food was good for airplane food. The only bad thing was the ife screen was quite outdated and wasn't good quality, however there was a large selection of movies and TV shows",yes,2022,0.039433755,0.13792144,0.8226448,4
2022-04-12,Economy Class,"  Shout out to the help desk at Heathrow, we arrived to late to make our flight and the lady (with 32 years exp) was great, she had a tough crowd to deal with and was very kind and helpful in getting us a place to stay, food to eat and a flight home the next day.",yes,2022,0.0031313833,0.025422579,0.971446,-1
2022-04-07,Business Class,"  A very comfortable (new suite) flight with great service and good food. Crew was wonderful New seat is great, except the shoulder strap is very uncomfortable. Entertainment great. Wifi was annoying, cutting off and needing constant reconnecting. Generally a positive experience.",yes,2022,0.02981067,0.07345041,0.89673895,4
2022-04-06,Business Class,"  New Club Suites are amazing, the only let down is the bed is a little too firm but the pillow was the most comfortable pillow I have ever used. Food was ok as I have had better on BA in the past and I can understand why they put everything on a single tray which is OK. The cabin crew were brilliant but I was surprised that after dinner the crew didn’t once come round with beverages or even bottled water. BA really have a great hard product here and I would suspect the soft product will improve once Covid restrictions become less of an issue. Well done BA.",yes,2022,0.012567253,0.050073013,0.9373598,2
